timestamp,subdir,target,compiled,ran,ok,phase,output_len
2025-10-02 20:50:25,pair2,fixed,True,True,True,run,138
2025-10-02 20:50:25,pair2,vulnerable,True,True,False,run,512
2025-10-02 20:50:26,pair8,fixed,True,True,True,run,161
2025-10-02 20:50:26,pair8,vulnerable,True,True,False,run,660
2025-10-02 20:50:27,pair12,fixed,True,True,True,run,165
2025-10-02 20:50:27,pair12,vulnerable,True,True,False,run,639
2025-10-02 20:50:28,pair18,fixed,True,True,True,run,165
2025-10-02 20:50:28,pair18,vulnerable,True,True,False,run,662
2025-10-02 20:50:29,pair20,fixed,True,True,True,run,168
2025-10-02 20:50:29,pair20,vulnerable,True,True,False,run,674
2025-10-02 20:50:30,pair15,fixed,True,True,True,run,146
2025-10-02 20:50:30,pair15,vulnerable,True,True,False,run,590
2025-10-02 20:50:31,pair5,fixed,True,True,True,run,165
2025-10-02 20:50:31,pair5,vulnerable,True,True,False,run,672
2025-10-02 20:50:32,pair1,fixed,True,True,True,run,165
2025-10-02 20:50:32,pair1,vulnerable,True,True,False,run,658
2025-10-02 20:50:33,pair11,fixed,True,True,True,run,165
2025-10-02 20:50:33,pair11,vulnerable,True,True,True,run,165
2025-10-02 20:50:34,pair16,fixed,True,True,True,run,165
2025-10-02 20:50:34,pair16,vulnerable,True,True,False,run,580
2025-10-02 20:50:35,pair6,fixed,True,True,True,run,151
2025-10-02 20:50:35,pair6,vulnerable,True,True,False,run,491
2025-10-02 20:50:36,pair4,fixed,True,True,True,run,155
2025-10-02 20:50:36,pair4,vulnerable,True,True,False,run,550
2025-10-02 20:50:37,pair14,fixed,True,True,True,run,158
2025-10-02 20:50:37,pair14,vulnerable,True,True,False,run,639
2025-10-02 20:50:37,pair19,fixed,True,True,True,run,149
2025-10-02 20:50:37,pair19,vulnerable,False,False,False,compile,574
2025-10-02 20:50:38,pair13,fixed,True,True,True,run,155
2025-10-02 20:50:38,pair13,vulnerable,True,True,False,run,552
2025-10-02 20:50:39,pair9,fixed,True,True,True,run,159
2025-10-02 20:50:39,pair9,vulnerable,True,True,False,run,611
2025-10-02 20:50:40,pair3,fixed,True,True,True,run,150
2025-10-02 20:50:40,pair3,vulnerable,True,True,False,run,607
2025-10-02 20:50:41,pair7,fixed,True,True,True,run,151
2025-10-02 20:50:41,pair7,vulnerable,True,True,False,run,604
2025-10-02 20:50:42,pair17,fixed,True,True,True,run,153
2025-10-02 20:50:42,pair17,vulnerable,True,True,False,run,586
2025-10-02 20:50:43,pair10,fixed,True,True,True,run,165
2025-10-02 20:50:43,pair10,vulnerable,True,True,False,run,632
2025-10-02 20:50:44,pair2,fixed,True,True,True,run,138
2025-10-02 20:50:44,pair2,vulnerable,True,True,False,run,512
2025-10-02 20:50:45,pair8,fixed,True,True,True,run,161
2025-10-02 20:50:45,pair8,vulnerable,True,True,False,run,660
2025-10-02 20:50:46,pair12,fixed,True,True,True,run,165
2025-10-02 20:50:46,pair12,vulnerable,True,True,False,run,639
2025-10-02 20:50:47,pair18,fixed,True,True,True,run,165
2025-10-02 20:50:47,pair18,vulnerable,True,True,False,run,662
2025-10-02 20:50:48,pair20,fixed,True,True,True,run,168
2025-10-02 20:50:48,pair20,vulnerable,True,True,False,run,674
2025-10-02 20:50:49,pair15,fixed,True,True,True,run,146
2025-10-02 20:50:49,pair15,vulnerable,True,True,False,run,590
2025-10-02 20:50:50,pair5,fixed,True,True,True,run,165
2025-10-02 20:50:50,pair5,vulnerable,True,True,False,run,672
2025-10-02 20:50:51,pair1,fixed,True,True,True,run,165
2025-10-02 20:50:51,pair1,vulnerable,True,True,False,run,658
2025-10-02 20:50:52,pair11,fixed,True,True,True,run,165
2025-10-02 20:50:52,pair11,vulnerable,True,True,True,run,165
2025-10-02 20:50:53,pair16,fixed,True,True,True,run,165
2025-10-02 20:50:53,pair16,vulnerable,True,True,False,run,580
2025-10-02 20:50:54,pair6,fixed,True,True,True,run,151
2025-10-02 20:50:54,pair6,vulnerable,True,True,False,run,491
2025-10-02 20:50:55,pair4,fixed,True,True,True,run,155
2025-10-02 20:50:55,pair4,vulnerable,True,True,False,run,550
2025-10-02 20:50:56,pair14,fixed,True,True,True,run,158
2025-10-02 20:50:56,pair14,vulnerable,True,True,False,run,639
2025-10-02 20:50:56,pair19,fixed,True,True,True,run,149
2025-10-02 20:50:56,pair19,vulnerable,False,False,False,compile,574
2025-10-02 20:50:57,pair13,fixed,True,True,True,run,155
2025-10-02 20:50:57,pair13,vulnerable,True,True,False,run,552
2025-10-02 20:50:58,pair9,fixed,True,True,True,run,159
2025-10-02 20:50:58,pair9,vulnerable,True,True,False,run,611
2025-10-02 20:50:59,pair3,fixed,True,True,True,run,150
2025-10-02 20:50:59,pair3,vulnerable,True,True,False,run,607
2025-10-02 20:51:00,pair7,fixed,True,True,True,run,151
2025-10-02 20:51:00,pair7,vulnerable,True,True,False,run,604
2025-10-02 20:51:01,pair17,fixed,True,True,True,run,153
2025-10-02 20:51:01,pair17,vulnerable,True,True,False,run,586
2025-10-02 20:51:02,pair10,fixed,True,True,True,run,165
2025-10-02 20:51:02,pair10,vulnerable,True,True,False,run,632
