timestamp,subdir,target,compiled,ran,ok,phase,output_len
2025-10-03 18:16:11,pair11,fixed,True,True,True,run,166
2025-10-03 18:16:11,pair11,vulnerable,True,True,False,run,621
2025-10-03 18:16:12,pair9,fixed,True,True,True,run,159
2025-10-03 18:16:12,pair9,vulnerable,True,True,False,run,596
2025-10-03 18:16:13,pair3,fixed,True,True,True,run,147
2025-10-03 18:16:13,pair3,vulnerable,True,True,False,run,552
2025-10-03 18:16:14,pair4,fixed,True,True,True,run,149
2025-10-03 18:16:14,pair4,vulnerable,True,True,False,run,501
2025-10-03 18:16:15,pair16,fixed,True,True,True,run,154
2025-10-03 18:16:15,pair16,vulnerable,True,True,False,run,567
2025-10-03 18:16:15,pair18,fixed,True,True,True,run,151
2025-10-03 18:16:15,pair18,vulnerable,True,True,False,run,636
2025-10-03 18:16:16,pair12,fixed,True,True,True,run,156
2025-10-03 18:16:16,pair12,vulnerable,True,True,False,run,695
2025-10-03 18:16:17,pair20,fixed,True,True,True,run,154
2025-10-03 18:16:17,pair20,vulnerable,True,True,False,run,703
2025-10-03 18:16:18,pair7,fixed,True,True,True,run,151
2025-10-03 18:16:18,pair7,vulnerable,True,True,False,run,494
2025-10-03 18:16:19,pair15,fixed,True,True,True,run,160
2025-10-03 18:16:19,pair15,vulnerable,True,True,False,run,597
2025-10-03 18:16:20,pair17,fixed,True,True,True,run,162
2025-10-03 18:16:20,pair17,vulnerable,True,True,False,run,609
2025-10-03 18:16:21,pair5,fixed,True,True,True,run,154
2025-10-03 18:16:21,pair5,vulnerable,True,True,False,run,579
2025-10-03 18:16:23,pair2,fixed,True,True,True,run,158
2025-10-03 18:16:23,pair2,vulnerable,True,True,False,run,611
2025-10-03 18:16:24,pair8,fixed,True,True,True,run,154
2025-10-03 18:16:24,pair8,vulnerable,True,True,False,run,885
2025-10-03 18:16:24,pair10,fixed,True,True,True,run,144
2025-10-03 18:16:24,pair10,vulnerable,True,True,False,run,532
2025-10-03 18:16:26,pair14,fixed,True,True,True,run,138
2025-10-03 18:16:26,pair14,vulnerable,True,True,False,run,597
2025-10-03 18:16:27,pair6,fixed,True,True,True,run,149
2025-10-03 18:16:27,pair6,vulnerable,True,True,False,run,676
2025-10-03 18:16:28,pair1,fixed,True,True,True,run,165
2025-10-03 18:16:28,pair1,vulnerable,True,True,False,run,767
2025-10-03 18:16:29,pair13,fixed,True,True,True,run,149
2025-10-03 18:16:29,pair13,vulnerable,True,True,False,run,559
2025-10-03 18:16:30,pair19,fixed,True,True,True,run,158
2025-10-03 18:16:30,pair19,vulnerable,True,True,False,run,507
2025-10-03 18:16:31,pair11,fixed,True,True,True,run,166
2025-10-03 18:16:31,pair11,vulnerable,True,True,False,run,621
2025-10-03 18:16:32,pair9,fixed,True,True,True,run,159
2025-10-03 18:16:32,pair9,vulnerable,True,True,False,run,596
2025-10-03 18:16:33,pair3,fixed,True,True,True,run,147
2025-10-03 18:16:33,pair3,vulnerable,True,True,False,run,552
2025-10-03 18:16:34,pair4,fixed,True,True,True,run,149
2025-10-03 18:16:34,pair4,vulnerable,True,True,False,run,501
2025-10-03 18:16:35,pair16,fixed,True,True,True,run,154
2025-10-03 18:16:35,pair16,vulnerable,True,True,False,run,567
2025-10-03 18:16:35,pair18,fixed,True,True,True,run,151
2025-10-03 18:16:35,pair18,vulnerable,True,True,False,run,636
2025-10-03 18:16:36,pair12,fixed,True,True,True,run,156
2025-10-03 18:16:36,pair12,vulnerable,True,True,False,run,695
2025-10-03 18:16:37,pair20,fixed,True,True,True,run,154
2025-10-03 18:16:37,pair20,vulnerable,True,True,False,run,703
2025-10-03 18:16:38,pair7,fixed,True,True,True,run,151
2025-10-03 18:16:38,pair7,vulnerable,True,True,False,run,494
2025-10-03 18:16:39,pair15,fixed,True,True,True,run,160
2025-10-03 18:16:39,pair15,vulnerable,True,True,False,run,597
2025-10-03 18:16:40,pair17,fixed,True,True,True,run,162
2025-10-03 18:16:40,pair17,vulnerable,True,True,False,run,609
2025-10-03 18:16:41,pair5,fixed,True,True,True,run,154
2025-10-03 18:16:41,pair5,vulnerable,True,True,False,run,579
2025-10-03 18:16:43,pair2,fixed,True,True,True,run,158
2025-10-03 18:16:43,pair2,vulnerable,True,True,False,run,611
2025-10-03 18:16:44,pair8,fixed,True,True,True,run,154
2025-10-03 18:16:44,pair8,vulnerable,True,True,False,run,885
2025-10-03 18:16:44,pair10,fixed,True,True,True,run,144
2025-10-03 18:16:44,pair10,vulnerable,True,True,False,run,532
2025-10-03 18:16:46,pair14,fixed,True,True,True,run,138
2025-10-03 18:16:46,pair14,vulnerable,True,True,False,run,597
2025-10-03 18:16:46,pair6,fixed,True,True,True,run,149
2025-10-03 18:16:46,pair6,vulnerable,True,True,False,run,676
2025-10-03 18:16:47,pair1,fixed,True,True,True,run,165
2025-10-03 18:16:47,pair1,vulnerable,True,True,False,run,767
2025-10-03 18:16:49,pair13,fixed,True,True,True,run,149
2025-10-03 18:16:49,pair13,vulnerable,True,True,False,run,559
2025-10-03 18:16:50,pair19,fixed,True,True,True,run,158
2025-10-03 18:16:50,pair19,vulnerable,True,True,False,run,507
