timestamp,subdir,target,compiled,ran,ok,phase,output_len
2025-10-03 01:08:03,pair20,fixed,False,False,False,compile,337
2025-10-03 01:08:03,pair20,vulnerable,False,False,False,compile,342
2025-10-03 01:08:04,pair8,fixed,True,True,True,run,143
2025-10-03 01:08:04,pair8,vulnerable,False,False,False,compile,1066
2025-10-03 01:08:04,pair2,fixed,True,True,True,run,138
2025-10-03 01:08:04,pair2,vulnerable,True,True,False,run,454
2025-10-03 01:28:06,pair12,fixed,True,False,False,run,12
2025-10-03 01:28:06,pair12,vulnerable,True,False,False,run,12
2025-10-03 01:28:06,pair18,fixed,False,False,False,compile,518
2025-10-03 01:28:06,pair18,vulnerable,True,True,True,run,150
2025-10-03 01:28:07,pair15,fixed,False,False,False,compile,337
2025-10-03 01:28:07,pair15,vulnerable,False,False,False,compile,342
2025-10-03 01:28:08,pair5,fixed,True,True,True,run,143
2025-10-03 01:28:08,pair5,vulnerable,True,True,False,run,495
2025-10-03 01:28:08,pair1,fixed,True,True,True,run,143
2025-10-03 01:28:08,pair1,vulnerable,True,True,False,run,534
2025-10-03 01:28:09,pair11,fixed,False,False,False,compile,387
2025-10-03 01:28:09,pair11,vulnerable,False,False,False,compile,392
2025-10-03 01:28:10,pair16,fixed,True,True,True,run,143
2025-10-03 01:28:10,pair16,vulnerable,True,True,False,run,476
2025-10-03 01:28:11,pair6,fixed,True,True,True,run,146
2025-10-03 01:28:11,pair6,vulnerable,True,True,False,run,480
2025-10-03 01:28:11,pair14,fixed,True,True,True,run,192
2025-10-03 01:28:11,pair14,vulnerable,False,False,False,compile,334
2025-10-03 01:28:12,pair4,fixed,False,False,False,compile,919
2025-10-03 01:28:12,pair4,vulnerable,False,False,False,compile,1269
2025-10-03 01:28:13,pair3,fixed,True,True,False,run,578
2025-10-03 01:28:13,pair3,vulnerable,True,True,False,run,583
2025-10-03 01:28:13,pair9,fixed,False,False,False,compile,1174
2025-10-03 01:28:13,pair9,vulnerable,False,False,False,compile,1179
2025-10-03 01:28:14,pair19,fixed,True,True,True,run,146
2025-10-03 01:28:14,pair19,vulnerable,False,False,False,compile,1300
2025-10-03 01:28:14,pair13,fixed,False,False,False,compile,952
2025-10-03 01:28:14,pair13,vulnerable,False,False,False,compile,938
2025-10-03 01:28:15,pair17,fixed,True,True,True,run,154
2025-10-03 01:28:15,pair17,vulnerable,True,True,True,run,154
2025-10-03 01:28:16,pair7,fixed,True,True,True,run,147
2025-10-03 01:28:16,pair7,vulnerable,False,False,False,compile,570
2025-10-03 01:38:17,pair10,fixed,True,False,False,run,12
2025-10-03 01:38:17,pair10,vulnerable,True,True,False,run,431
2025-10-03 01:38:17,pair20,fixed,False,False,False,compile,337
2025-10-03 01:38:17,pair20,vulnerable,False,False,False,compile,342
2025-10-03 01:38:18,pair8,fixed,True,True,True,run,143
2025-10-03 01:38:18,pair8,vulnerable,False,False,False,compile,1066
2025-10-03 01:38:18,pair2,fixed,True,True,True,run,138
2025-10-03 01:38:18,pair2,vulnerable,True,True,False,run,454
2025-10-03 01:58:19,pair12,fixed,True,False,False,run,12
2025-10-03 01:58:19,pair12,vulnerable,True,False,False,run,12
2025-10-03 01:58:20,pair18,fixed,False,False,False,compile,518
2025-10-03 01:58:20,pair18,vulnerable,True,True,True,run,150
2025-10-03 01:58:20,pair15,fixed,False,False,False,compile,337
2025-10-03 01:58:20,pair15,vulnerable,False,False,False,compile,342
2025-10-03 01:58:21,pair5,fixed,True,True,True,run,143
2025-10-03 01:58:21,pair5,vulnerable,True,True,False,run,495
2025-10-03 01:58:22,pair1,fixed,True,True,True,run,143
2025-10-03 01:58:22,pair1,vulnerable,True,True,False,run,534
2025-10-03 01:58:22,pair11,fixed,False,False,False,compile,387
2025-10-03 01:58:22,pair11,vulnerable,False,False,False,compile,392
2025-10-03 01:58:23,pair16,fixed,True,True,True,run,143
2025-10-03 01:58:23,pair16,vulnerable,True,True,False,run,476
2025-10-03 01:58:24,pair6,fixed,True,True,True,run,146
2025-10-03 01:58:24,pair6,vulnerable,True,True,False,run,480
2025-10-03 01:58:25,pair14,fixed,True,True,True,run,192
2025-10-03 01:58:25,pair14,vulnerable,False,False,False,compile,334
2025-10-03 01:58:25,pair4,fixed,False,False,False,compile,919
2025-10-03 01:58:25,pair4,vulnerable,False,False,False,compile,1269
2025-10-03 01:58:26,pair3,fixed,True,True,False,run,578
2025-10-03 01:58:26,pair3,vulnerable,True,True,False,run,583
2025-10-03 01:58:27,pair9,fixed,False,False,False,compile,1174
2025-10-03 01:58:27,pair9,vulnerable,False,False,False,compile,1179
2025-10-03 01:58:27,pair19,fixed,True,True,True,run,146
2025-10-03 01:58:27,pair19,vulnerable,False,False,False,compile,1300
2025-10-03 01:58:28,pair13,fixed,False,False,False,compile,952
2025-10-03 01:58:28,pair13,vulnerable,False,False,False,compile,938
2025-10-03 01:58:29,pair17,fixed,True,True,True,run,154
2025-10-03 01:58:29,pair17,vulnerable,True,True,True,run,154
2025-10-03 01:58:29,pair7,fixed,True,True,True,run,147
2025-10-03 01:58:29,pair7,vulnerable,False,False,False,compile,570
2025-10-03 02:08:30,pair10,fixed,True,False,False,run,12
2025-10-03 02:08:30,pair10,vulnerable,True,True,False,run,431
2025-10-03 02:25:34,pair20,fixed,False,False,False,compile,337
2025-10-03 02:25:34,pair20,vulnerable,False,False,False,compile,342
2025-10-03 02:25:35,pair8,fixed,True,True,True,run,143
2025-10-03 02:25:35,pair8,vulnerable,False,False,False,compile,1066
2025-10-03 02:25:35,pair2,fixed,True,True,True,run,138
2025-10-03 02:25:35,pair2,vulnerable,True,True,False,run,454
2025-10-03 02:45:37,pair12,fixed,True,False,False,run,12
2025-10-03 02:45:37,pair12,vulnerable,True,False,False,run,12
2025-10-03 02:45:37,pair18,fixed,False,False,False,compile,518
2025-10-03 02:45:37,pair18,vulnerable,True,True,True,run,150
2025-10-03 02:45:38,pair15,fixed,False,False,False,compile,337
2025-10-03 02:45:38,pair15,vulnerable,False,False,False,compile,342
2025-10-03 02:45:39,pair5,fixed,True,True,True,run,143
2025-10-03 02:45:39,pair5,vulnerable,True,True,False,run,495
2025-10-03 02:45:39,pair1,fixed,True,True,True,run,143
2025-10-03 02:45:39,pair1,vulnerable,True,True,False,run,534
2025-10-03 02:45:40,pair11,fixed,False,False,False,compile,387
2025-10-03 02:45:40,pair11,vulnerable,False,False,False,compile,392
2025-10-03 02:45:41,pair16,fixed,True,True,True,run,143
2025-10-03 02:45:41,pair16,vulnerable,True,True,False,run,476
2025-10-03 02:45:42,pair6,fixed,True,True,True,run,146
2025-10-03 02:45:42,pair6,vulnerable,True,True,False,run,480
2025-10-03 02:45:42,pair14,fixed,True,True,True,run,192
2025-10-03 02:45:42,pair14,vulnerable,False,False,False,compile,334
2025-10-03 02:45:43,pair4,fixed,False,False,False,compile,919
2025-10-03 02:45:43,pair4,vulnerable,False,False,False,compile,1269
2025-10-03 02:45:44,pair3,fixed,True,True,False,run,578
2025-10-03 02:45:44,pair3,vulnerable,True,True,False,run,583
2025-10-03 02:45:44,pair9,fixed,False,False,False,compile,1174
2025-10-03 02:45:44,pair9,vulnerable,False,False,False,compile,1179
2025-10-03 02:45:45,pair19,fixed,True,True,True,run,146
2025-10-03 02:45:45,pair19,vulnerable,False,False,False,compile,1300
2025-10-03 02:45:45,pair13,fixed,False,False,False,compile,952
2025-10-03 02:45:45,pair13,vulnerable,False,False,False,compile,938
2025-10-03 02:45:46,pair17,fixed,True,True,True,run,154
2025-10-03 02:45:46,pair17,vulnerable,True,True,True,run,154
2025-10-03 02:45:47,pair7,fixed,True,True,True,run,147
2025-10-03 02:45:47,pair7,vulnerable,False,False,False,compile,570
2025-10-03 02:55:48,pair10,fixed,True,False,False,run,12
2025-10-03 02:55:48,pair10,vulnerable,True,True,False,run,431
2025-10-03 02:55:48,pair20,fixed,False,False,False,compile,337
2025-10-03 02:55:48,pair20,vulnerable,False,False,False,compile,342
2025-10-03 02:55:49,pair8,fixed,True,True,True,run,143
2025-10-03 02:55:49,pair8,vulnerable,False,False,False,compile,1066
2025-10-03 02:55:49,pair2,fixed,True,True,True,run,138
2025-10-03 02:55:49,pair2,vulnerable,True,True,False,run,454
2025-10-03 03:15:50,pair12,fixed,True,False,False,run,12
2025-10-03 03:15:50,pair12,vulnerable,True,False,False,run,12
2025-10-03 03:15:51,pair18,fixed,False,False,False,compile,518
2025-10-03 03:15:51,pair18,vulnerable,True,True,True,run,150
2025-10-03 03:15:51,pair15,fixed,False,False,False,compile,337
2025-10-03 03:15:51,pair15,vulnerable,False,False,False,compile,342
2025-10-03 03:15:52,pair5,fixed,True,True,True,run,143
2025-10-03 03:15:52,pair5,vulnerable,True,True,False,run,495
2025-10-03 03:15:53,pair1,fixed,True,True,True,run,143
2025-10-03 03:15:53,pair1,vulnerable,True,True,False,run,534
2025-10-03 03:15:53,pair11,fixed,False,False,False,compile,387
2025-10-03 03:15:53,pair11,vulnerable,False,False,False,compile,392
2025-10-03 03:15:55,pair16,fixed,True,True,True,run,143
2025-10-03 03:15:55,pair16,vulnerable,True,True,False,run,476
2025-10-03 03:15:56,pair6,fixed,True,True,True,run,146
2025-10-03 03:15:56,pair6,vulnerable,True,True,False,run,480
2025-10-03 03:15:56,pair14,fixed,True,True,True,run,192
2025-10-03 03:15:56,pair14,vulnerable,False,False,False,compile,334
2025-10-03 03:15:56,pair4,fixed,False,False,False,compile,919
2025-10-03 03:15:56,pair4,vulnerable,False,False,False,compile,1269
2025-10-03 03:15:57,pair3,fixed,True,True,False,run,578
2025-10-03 03:15:57,pair3,vulnerable,True,True,False,run,583
2025-10-03 03:15:58,pair9,fixed,False,False,False,compile,1174
2025-10-03 03:15:58,pair9,vulnerable,False,False,False,compile,1179
2025-10-03 03:15:58,pair19,fixed,True,True,True,run,146
2025-10-03 03:15:58,pair19,vulnerable,False,False,False,compile,1300
2025-10-03 03:15:59,pair13,fixed,False,False,False,compile,952
2025-10-03 03:15:59,pair13,vulnerable,False,False,False,compile,938
2025-10-03 03:16:00,pair17,fixed,True,True,True,run,154
2025-10-03 03:16:00,pair17,vulnerable,True,True,True,run,154
2025-10-03 03:16:00,pair7,fixed,True,True,True,run,147
2025-10-03 03:16:00,pair7,vulnerable,False,False,False,compile,570
2025-10-03 03:26:01,pair10,fixed,True,False,False,run,12
2025-10-03 03:26:01,pair10,vulnerable,True,True,False,run,431
2025-10-03 03:42:43,pair20,fixed,False,False,False,compile,337
2025-10-03 03:42:43,pair20,vulnerable,False,False,False,compile,342
2025-10-03 03:42:44,pair8,fixed,True,True,True,run,143
2025-10-03 03:42:44,pair8,vulnerable,False,False,False,compile,1066
2025-10-03 03:42:44,pair2,fixed,True,True,True,run,138
2025-10-03 03:42:44,pair2,vulnerable,True,True,False,run,454
2025-10-03 04:02:46,pair12,fixed,True,False,False,run,12
2025-10-03 04:02:46,pair12,vulnerable,True,False,False,run,12
2025-10-03 04:02:46,pair18,fixed,False,False,False,compile,518
2025-10-03 04:02:46,pair18,vulnerable,True,True,True,run,150
2025-10-03 04:02:47,pair15,fixed,False,False,False,compile,337
2025-10-03 04:02:47,pair15,vulnerable,False,False,False,compile,342
2025-10-03 04:02:47,pair5,fixed,True,True,True,run,143
